x,R
5.5800000000e-01,3.3556616790e-01
5.5900000000e-01,3.3613781227e-01
5.6000000000e-01,3.3670929258e-01
5.6100000000e-01,3.3728060849e-01
5.6200000000e-01,3.3785175967e-01
5.6300000000e-01,3.3842274579e-01
5.6400000000e-01,3.3899356651e-01
5.6500000000e-01,3.3956422150e-01
5.6600000000e-01,3.4013471042e-01
5.6700000000e-01,3.4070503294e-01
5.6800000000e-01,3.4127518871e-01
5.6900000000e-01,3.4184517742e-01
5.7000000000e-01,3.4241499871e-01
5.7100000000e-01,3.4298465226e-01
5.7200000000e-01,3.4355413773e-01
5.7300000000e-01,3.4412345478e-01
5.7400000000e-01,3.4469260308e-01
5.7500000000e-01,3.4526158228e-01
5.7600000000e-01,3.4583039205e-01
5.7700000000e-01,3.4639903206e-01
5.7800000000e-01,3.4696750196e-01
5.7900000000e-01,3.4753580142e-01
5.8000000000e-01,3.4810393010e-01
5.8100000000e-01,3.4867188766e-01
5.8200000000e-01,3.4923967377e-01
5.8300000000e-01,3.4980728807e-01
5.8400000000e-01,3.5037473025e-01
5.8500000000e-01,3.5094199994e-01
5.8600000000e-01,3.5150909683e-01
5.8700000000e-01,3.5207602055e-01
5.8800000000e-01,3.5264277079e-01
5.8900000000e-01,3.5320934719e-01
5.9000000000e-01,3.5377574941e-01
5.9100000000e-01,3.5434197712e-01
5.9200000000e-01,3.5490802997e-01
5.9300000000e-01,3.5547390763e-01
5.9400000000e-01,3.5603960974e-01
5.9500000000e-01,3.5660513597e-01
5.9600000000e-01,3.5717048598e-01
5.9700000000e-01,3.5773565942e-01
5.9800000000e-01,3.5830065596e-01
5.9900000000e-01,3.5886547524e-01
6.0000000000e-01,3.5943011693e-01
6.0100000000e-01,3.5999458068e-01
6.0200000000e-01,3.6055886615e-01
6.0300000000e-01,3.6112297299e-01
6.0400000000e-01,3.6168690087e-01
6.0500000000e-01,3.6225064943e-01
6.0600000000e-01,3.6281421834e-01
6.0700000000e-01,3.6337760724e-01
6.0800000000e-01,3.6394081579e-01
6.0900000000e-01,3.6450384366e-01
6.1000000000e-01,3.6506669048e-01
6.1100000000e-01,3.6562935592e-01
6.1200000000e-01,3.6619183963e-01
6.1300000000e-01,3.6675414126e-01
6.1400000000e-01,3.6731626047e-01
6.1500000000e-01,3.6787819691e-01
6.1600000000e-01,3.6843995023e-01
6.1700000000e-01,3.6900152009e-01
6.1800000000e-01,3.6956290614e-01
6.1900000000e-01,3.7012410803e-01
6.2000000000e-01,3.7068512540e-01
6.2100000000e-01,3.7124595793e-01
6.2200000000e-01,3.7180660525e-01
6.2300000000e-01,3.7236706701e-01
6.2400000000e-01,3.7292734287e-01
6.2500000000e-01,3.7348743248e-01
6.2600000000e-01,3.7404733549e-01
6.2700000000e-01,3.7460705154e-01
6.2800000000e-01,3.7516658029e-01
6.2900000000e-01,3.7572592139e-01
6.3000000000e-01,3.7628507449e-01
6.3100000000e-01,3.7684403923e-01
6.3200000000e-01,3.7740281527e-01
6.3300000000e-01,3.7796140225e-01
6.3400000000e-01,3.7851979981e-01
6.3500000000e-01,3.7907800762e-01
6.3600000000e-01,3.7963602532e-01
6.3700000000e-01,3.8019385255e-01
6.3800000000e-01,3.8075148896e-01
6.3900000000e-01,3.8130893420e-01
6.4000000000e-01,3.8186618791e-01
6.4100000000e-01,3.8242324974e-01
6.4200000000e-01,3.8298011934e-01
6.4300000000e-01,3.8353679635e-01
6.4400000000e-01,3.8409328043e-01
6.4500000000e-01,3.8464957120e-01
6.4600000000e-01,3.8520566832e-01
6.4700000000e-01,3.8576157144e-01
6.4800000000e-01,3.8631728019e-01
6.4900000000e-01,3.8687279422e-01
6.5000000000e-01,3.8742811318e-01
6.5100000000e-01,3.8798323671e-01
6.5200000000e-01,3.8853816445e-01
6.5300000000e-01,3.8909289605e-01
6.5400000000e-01,3.8964743114e-01
6.5500000000e-01,3.9020176938e-01
6.5600000000e-01,3.9075591039e-01
6.5700000000e-01,3.9130985383e-01
6.5800000000e-01,3.9186359934e-01
6.5900000000e-01,3.9241714655e-01
6.6000000000e-01,3.9297049512e-01
6.6100000000e-01,3.9352364467e-01
6.6200000000e-01,3.9407659485e-01
6.6300000000e-01,3.9462934530e-01
6.6400000000e-01,3.9518189567e-01
6.6500000000e-01,3.9573424558e-01
6.6600000000e-01,3.9628639468e-01
6.6700000000e-01,3.9683834261e-01
6.6800000000e-01,3.9739008900e-01
6.6900000000e-01,3.9794163350e-01
6.7000000000e-01,3.9849297575e-01
6.7100000000e-01,3.9904411537e-01
6.7200000000e-01,3.9959505202e-01
6.7300000000e-01,4.0014578532e-01
6.7400000000e-01,4.0069631491e-01
6.7500000000e-01,4.0124664044e-01
6.7600000000e-01,4.0179676153e-01
6.7700000000e-01,4.0234667782e-01
6.7800000000e-01,4.0289638896e-01
6.7900000000e-01,4.0344589456e-01
6.8000000000e-01,4.0399519428e-01
6.8100000000e-01,4.0454428774e-01
6.8200000000e-01,4.0509317459e-01
6.8300000000e-01,4.0564185444e-01
6.8400000000e-01,4.0619032695e-01
6.8500000000e-01,4.0673859173e-01
6.8600000000e-01,4.0728664843e-01
6.8700000000e-01,4.0783449668e-01
6.8800000000e-01,4.0838213612e-01
6.8900000000e-01,4.0892956636e-01
6.9000000000e-01,4.0947678705e-01
6.9100000000e-01,4.1002379783e-01
6.9200000000e-01,4.1057059831e-01
6.9300000000e-01,4.1111718813e-01
6.9400000000e-01,4.1166356693e-01
6.9500000000e-01,4.1220973433e-01
6.9600000000e-01,4.1275568997e-01
6.9700000000e-01,4.1330143347e-01
6.9800000000e-01,4.1384696447e-01
